,PREY,PREDATOR
1259,THEMISTO_LIBELLULA,POLLACHIUS_VIRENS
1260,THYSANOESSA_INERMIS,POLLACHIUS_VIRENS
1261,THYSANOESSA_LONGICAUDATA,POLLACHIUS_VIRENS
1262,THYSANOESSA_RASCHII,POLLACHIUS_VIRENS
1263,TRISOPTERUS_ESMARKII,POLLACHIUS_VIRENS
1264,CHONE_SP,POLYNOIDAE_INDET
1265,DETRITUS,POLYNOIDAE_INDET
1266,DIATOM,POLYNOIDAE_INDET
1267,FORAMINIFERA,POLYNOIDAE_INDET
1268,GAMMARIDAE_INDET,POLYNOIDAE_INDET
1269,LUMBRINERIS_SP,POLYNOIDAE_INDET
1270,MOLPADIA_BOREALIS,POLYNOIDAE_INDET
1271,OSTRACODA_INDET,POLYNOIDAE_INDET
1272,POLYCHAETA,POLYNOIDAE_INDET
1273,POLYNOIDAE_INDET,POLYNOIDAE_INDET
1274,PORIFERA_G_SP,POLYNOIDAE_INDET
1275,CALANUS_FINMARCHICUS,PONTOPHILUS_NORVEGICUS
1276,CALANUS_GLACIALIS,PONTOPHILUS_NORVEGICUS
1277,CALANUS_HYPERBOREUS,PONTOPHILUS_NORVEGICUS
1278,METRIDIA_LONGA,PONTOPHILUS_NORVEGICUS
1279,MICROCALANUS_SPP,PONTOPHILUS_NORVEGICUS
1280,OITHONA_SIMILIS,PONTOPHILUS_NORVEGICUS
1281,DETRITUS,PRIONOSPIO_CIRRIFERA
1282,DIATOM,PRIONOSPIO_CIRRIFERA
1283,DETRITUS,PSEUDOCALANUS_SPP
1284,DETRITUS,PYCNOGONIDA_G_SP
1285,ELECTRA_ARCTICA,PYCNOGONIDA_G_SP
1286,GEODIA_SP,PYCNOGONIDA_G_SP
1287,POLYCHAETA,PYCNOGONIDA_G_SP
1288,PORIFERA_G_SP,PYCNOGONIDA_G_SP
1289,PANDALUS_BOREALIS,RAJELLA_FYLLAE
1290,PARALITHODES_CAMTSCHATICUS,RAJELLA_FYLLAE
1291,SABINEA_SP,RAJELLA_FYLLAE
1292,THYSANOESSA_INERMIS,RAJELLA_FYLLAE
1293,THYSANOESSA_LONGICAUDATA,RAJELLA_FYLLAE
1294,THYSANOESSA_RASCHII,RAJELLA_FYLLAE
1295,AMMODYTES_MARINUS,REINHARDTIUS_HIPPOGLOSSOIDES
1296,AMMODYTES_SPP,REINHARDTIUS_HIPPOGLOSSOIDES
1297,CLUPEA_HARENGUS,REINHARDTIUS_HIPPOGLOSSOIDES
1298,COTTUNCULUS_MICROPS,REINHARDTIUS_HIPPOGLOSSOIDES
1299,GAIDROPSARUS_ARGENTATUS,REINHARDTIUS_HIPPOGLOSSOIDES
1300,GONATUS_FABRICII,REINHARDTIUS_HIPPOGLOSSOIDES
1301,HIPPOGLOSSUS_HIPPOGLOSSUS,REINHARDTIUS_HIPPOGLOSSOIDES
1302,MALLOTUS_VILLOSUS,REINHARDTIUS_HIPPOGLOSSOIDES
1303,MEGANYCTIPHANES_NORVEGICA,REINHARDTIUS_HIPPOGLOSSOIDES
1304,MICROMESISTIUS_POUTASSOU,REINHARDTIUS_HIPPOGLOSSOIDES
1305,PANDALUS_BOREALIS,REINHARDTIUS_HIPPOGLOSSOIDES
1306,SEBASTES_MARINUS,REINHARDTIUS_HIPPOGLOSSOIDES
1307,SEBASTES_MENTELLA,REINHARDTIUS_HIPPOGLOSSOIDES
1308,STYLOCHEIRON_MAXIMUM,REINHARDTIUS_HIPPOGLOSSOIDES
1309,THEMISTO_LIBELLULA,REINHARDTIUS_HIPPOGLOSSOIDES
1310,BOREOGADUS_SAIDA,RISSA_TRIDACTYLA
1311,GADUS_MORHUA,RISSA_TRIDACTYLA
1312,GONATUS_FABRICII,RISSA_TRIDACTYLA
1313,MALLOTUS_VILLOSUS,RISSA_TRIDACTYLA
1314,MEGANYCTIPHANES_NORVEGICA,RISSA_TRIDACTYLA
1315,ROSSIA_SP,RISSA_TRIDACTYLA
1316,SEBASTES_MARINUS,RISSA_TRIDACTYLA
1317,SEBASTES_MENTELLA,RISSA_TRIDACTYLA
1318,STYLOCHEIRON_MAXIMUM,RISSA_TRIDACTYLA
1319,THYSANOESSA_INERMIS,RISSA_TRIDACTYLA
1320,THYSANOESSA_LONGICAUDATA,RISSA_TRIDACTYLA
1321,THYSANOESSA_RASCHII,RISSA_TRIDACTYLA
1322,ARRHIS_PHYLLONYX,ROSSIA_SP
1323,FISH_EGG_AND_LARVAE,ROSSIA_SP
1324,POLYCHAETA,ROSSIA_SP
1325,RHACHOTROPIS_MACROPUS,ROSSIA_SP
1326,SCLEROCRANGON_FEROX,ROSSIA_SP
1327,CALANUS_FINMARCHICUS,SABINEA_SP
1328,CALANUS_GLACIALIS,SABINEA_SP
1329,CALANUS_HYPERBOREUS,SABINEA_SP
1330,METRIDIA_LONGA,SABINEA_SP
1331,MICROCALANUS_SPP,SABINEA_SP
1332,OITHONA_SIMILIS,SABINEA_SP
1333,ACARTIA_SPP,SAGITTA_ELEGANS
1334,CALANUS_GLACIALIS,SAGITTA_ELEGANS
1335,CALANUS_HYPERBOREUS,SAGITTA_ELEGANS
1336,CLIONE_LIMACINA,SAGITTA_ELEGANS
1337,FISH_EGG_AND_LARVAE,SAGITTA_ELEGANS
1338,LIMACINA_HELICINA,SAGITTA_ELEGANS
1339,LIMACINA_RETROVERSA,SAGITTA_ELEGANS
1340,METRIDIA_LONGA,SAGITTA_ELEGANS
1341,OIKOPLEURA_SPP,SAGITTA_ELEGANS
1342,OITHONA_SIMILIS,SAGITTA_ELEGANS
1343,PSEUDOCALANUS_SPP,SAGITTA_ELEGANS
1344,ACARTIA_SPP,SARSIA_SPP
1345,CALANUS_FINMARCHICUS,SARSIA_SPP
1346,OITHONA_SIMILIS,SARSIA_SPP
1347,PSEUDOCALANUS_SPP,SARSIA_SPP
1348,SAGITTA_ELEGANS,SARSIA_SPP
1349,DETRITUS,SCALIBREGMA_INFLATUM
1350,DIATOM,SCALIBREGMA_INFLATUM
1351,ACARTIA_SPP,SCOMBER_SCOMBRUS
1352,AMMODYTES_SPP,SCOMBER_SCOMBRUS
1353,APHERUSA_GLACIALIS,SCOMBER_SCOMBRUS
1354,ARGENTINA_SILUS,SCOMBER_SCOMBRUS
1355,CALANUS_FINMARCHICUS,SCOMBER_SCOMBRUS
1356,CLIONE_LIMACINA,SCOMBER_SCOMBRUS
1357,FISH_EGG_AND_LARVAE,SCOMBER_SCOMBRUS
1358,GAMMARIDAE_INDET,SCOMBER_SCOMBRUS
1359,LIMACINA_RETROVERSA,SCOMBER_SCOMBRUS
1360,MEGANYCTIPHANES_NORVEGICA,SCOMBER_SCOMBRUS
1361,MICROMESISTIUS_POUTASSOU,SCOMBER_SCOMBRUS
1362,NYCTIPHANES_COUCHII,SCOMBER_SCOMBRUS
1363,PANDALUS_BOREALIS,SCOMBER_SCOMBRUS
1364,THEMISTO_ABYSSORUM,SCOMBER_SCOMBRUS
1365,THEMISTO_LIBELLULA,SCOMBER_SCOMBRUS
1366,THYSANOESSA_INERMIS,SCOMBER_SCOMBRUS
1367,THYSANOESSA_LONGICAUDATA,SCOMBER_SCOMBRUS
1368,THYSANOESSA_RASCHII,SCOMBER_SCOMBRUS
1369,CALANUS_HYPERBOREUS,SEBASTES_MARINUS
1370,CLUPEA_HARENGUS,SEBASTES_MARINUS
1371,GADUS_MORHUA,SEBASTES_MARINUS
1372,MALLOTUS_VILLOSUS,SEBASTES_MARINUS
1373,MEGANYCTIPHANES_NORVEGICA,SEBASTES_MARINUS
1374,MERTENSIA_OVUM,SEBASTES_MARINUS
1375,PANDALUS_BOREALIS,SEBASTES_MARINUS
1376,REINHARDTIUS_HIPPOGLOSSOIDES,SEBASTES_MARINUS
1377,THYSANOESSA_INERMIS,SEBASTES_MARINUS
1378,THYSANOESSA_LONGICAUDATA,SEBASTES_MARINUS
1379,THYSANOESSA_RASCHII,SEBASTES_MARINUS
1380,ACTINIARIA_G_SP,SEBASTES_MENTELLA
1381,APHERUSA_GLACIALIS,SEBASTES_MENTELLA
1382,ARRHIS_PHYLLONYX,SEBASTES_MENTELLA
1383,BATHYARCA_GLACIALIS,SEBASTES_MENTELLA
1384,BEROE_CUCUMIS,SEBASTES_MENTELLA
1385,BOLINOPSIS_INFUNDIBULUM,SEBASTES_MENTELLA
1386,BOREOGADUS_SAIDA,SEBASTES_MENTELLA
1387,CALANUS_FINMARCHICUS,SEBASTES_MENTELLA
1388,CALANUS_GLACIALIS,SEBASTES_MENTELLA
1389,CALANUS_HYPERBOREUS,SEBASTES_MENTELLA
1390,CLIONE_LIMACINA,SEBASTES_MENTELLA
1391,CLUPEA_HARENGUS,SEBASTES_MENTELLA
1392,CUCUMARIA_FRONDOSA,SEBASTES_MENTELLA
1393,FISH_EGG_AND_LARVAE,SEBASTES_MENTELLA
1394,GAMMARIDAE_INDET,SEBASTES_MENTELLA
1395,GAMMARUS_WILKITZKII,SEBASTES_MENTELLA
1396,HIPPOGLOSSOIDES_PLATESSOIDES,SEBASTES_MENTELLA
1397,HYAS_SP,SEBASTES_MENTELLA
1398,LIMACINA_HELICINA,SEBASTES_MENTELLA
1399,LIMACINA_RETROVERSA,SEBASTES_MENTELLA
1400,MACOMA_SP,SEBASTES_MENTELLA
1401,MALLOTUS_VILLOSUS,SEBASTES_MENTELLA
1402,MEGANYCTIPHANES_NORVEGICA,SEBASTES_MENTELLA
1403,MELANOGRAMMUS_AEGLEFINUS,SEBASTES_MENTELLA
1404,MENDICULA_FERRUGINOSA,SEBASTES_MENTELLA
1405,MERTENSIA_OVUM,SEBASTES_MENTELLA
1406,METRIDIA_LONGA,SEBASTES_MENTELLA
1407,MICROCALANUS_SPP,SEBASTES_MENTELLA
1408,MICROMESISTIUS_POUTASSOU,SEBASTES_MENTELLA
1409,MOLPADIA_BOREALIS,SEBASTES_MENTELLA
1410,MYTILUS_EDULIS,SEBASTES_MENTELLA
1411,OIKOPLEURA_DIOICA,SEBASTES_MENTELLA
1412,OIKOPLEURA_SPP,SEBASTES_MENTELLA
1413,OIKOPLEURA_VANHOEFFENI,SEBASTES_MENTELLA
1414,OITHONA_SIMILIS,SEBASTES_MENTELLA
1415,ONISIMUS_GLACIALIS,SEBASTES_MENTELLA
1416,ONISIMUS_NANSENI,SEBASTES_MENTELLA
1417,PANDALUS_BOREALIS,SEBASTES_MENTELLA
1418,PAREUCHAETA_GLACIALIS,SEBASTES_MENTELLA
1419,PAREUCHAETA_NORVEGICA,SEBASTES_MENTELLA
1420,PAREUCHAETA_SPP,SEBASTES_MENTELLA
1421,POLLACHIUS_VIRENS,SEBASTES_MENTELLA
1422,PSEUDOCALANUS_SPP,SEBASTES_MENTELLA
1423,RHACHOTROPIS_MACROPUS,SEBASTES_MENTELLA
1424,SAGITTA_ELEGANS,SEBASTES_MENTELLA
1425,SEBASTES_MARINUS,SEBASTES_MENTELLA
1426,SEBASTES_MENTELLA,SEBASTES_MENTELLA
1427,SEBASTES_SP,SEBASTES_MENTELLA
1428,SEBASTES_VIVIPARUS,SEBASTES_MENTELLA
1429,STICHOPUS_TREMULUS,SEBASTES_MENTELLA
1430,THEMISTO_ABYSSORUM,SEBASTES_MENTELLA
1431,THEMISTO_LIBELLULA,SEBASTES_MENTELLA
1432,THYASIRA_GOULDI,SEBASTES_MENTELLA
1433,THYSANOESSA_INERMIS,SEBASTES_MENTELLA
1434,THYSANOESSA_LONGICAUDATA,SEBASTES_MENTELLA
1435,THYSANOESSA_RASCHII,SEBASTES_MENTELLA
1436,YOLDIELLA_SOLIDULA,SEBASTES_MENTELLA
1437,CALANUS_FINMARCHICUS,SEBASTES_SP
1438,PANDALUS_BOREALIS,SEBASTES_SP
1439,REINHARDTIUS_HIPPOGLOSSOIDES,SEBASTES_SP
1440,DETRITUS,SIMILIPECTEN_GREENLANDICUS
1441,DIATOM,SIMILIPECTEN_GREENLANDICUS
1442,ANARHICHAS_DENTICULATUS,SOMNIOSUS_MICROCEPHALUS
1443,ANARHICHAS_LUPUS,SOMNIOSUS_MICROCEPHALUS
1444,ARGENTINA_SILUS,SOMNIOSUS_MICROCEPHALUS
1445,ARTEDIELLUS_ATLANTICUS,SOMNIOSUS_MICROCEPHALUS
1446,ASCIDIACEA_G_SP,SOMNIOSUS_MICROCEPHALUS
1447,AURELIA_AURITA,SOMNIOSUS_MICROCEPHALUS
1448,BALAENOPTERA_ACUTOROSTRATA,SOMNIOSUS_MICROCEPHALUS
1449,BOLINOPSIS_INFUNDIBULUM,SOMNIOSUS_MICROCEPHALUS
1450,BOREOGADUS_SAIDA,SOMNIOSUS_MICROCEPHALUS
1451,BROSME_BROSME,SOMNIOSUS_MICROCEPHALUS
1452,CAREPROCTUS_SP,SOMNIOSUS_MICROCEPHALUS
1453,CHIMAERA_MONSTROSA,SOMNIOSUS_MICROCEPHALUS
1454,CLUPEA_HARENGUS,SOMNIOSUS_MICROCEPHALUS
1455,COTTUNCULUS_MICROPS,SOMNIOSUS_MICROCEPHALUS
1456,CYCLOPTERUS_LUMPUS,SOMNIOSUS_MICROCEPHALUS
1457,CYSTOPHORA_CRISTATA,SOMNIOSUS_MICROCEPHALUS
1458,ERIGNATHUS_BARBATUS,SOMNIOSUS_MICROCEPHALUS
1459,EUPHYSA_FLAMMEA,SOMNIOSUS_MICROCEPHALUS
1460,GADUS_MORHUA,SOMNIOSUS_MICROCEPHALUS
1461,GONATUS_FABRICII,SOMNIOSUS_MICROCEPHALUS
1462,GORGONOCEPHALUS_SP,SOMNIOSUS_MICROCEPHALUS
1463,HIPPOGLOSSOIDES_PLATESSOIDES,SOMNIOSUS_MICROCEPHALUS
1464,HIPPOGLOSSUS_HIPPOGLOSSUS,SOMNIOSUS_MICROCEPHALUS
1465,HYAS_SP,SOMNIOSUS_MICROCEPHALUS
1466,LEPTAGONUS_DECAGONUS,SOMNIOSUS_MICROCEPHALUS
1467,LIMANDA_LIMANDA,SOMNIOSUS_MICROCEPHALUS
1468,LIPARIS_FABRICII,SOMNIOSUS_MICROCEPHALUS
1469,LIPARIS_GIBBUS,SOMNIOSUS_MICROCEPHALUS
1470,LIPARIS_MONTAGUI,SOMNIOSUS_MICROCEPHALUS
1471,LYCODES_EUDIPLEUROSTICTUS,SOMNIOSUS_MICROCEPHALUS
1472,MALLOTUS_VILLOSUS,SOMNIOSUS_MICROCEPHALUS
1473,MELANOGRAMMUS_AEGLEFINUS,SOMNIOSUS_MICROCEPHALUS
1474,MERTENSIA_OVUM,SOMNIOSUS_MICROCEPHALUS
1475,MOLVA_MOLVA,SOMNIOSUS_MICROCEPHALUS
1476,OPHIOPHOLIS_ACULEATA,SOMNIOSUS_MICROCEPHALUS
1477,OPHIURA_SP,SOMNIOSUS_MICROCEPHALUS
1478,PANDALUS_BOREALIS,SOMNIOSUS_MICROCEPHALUS
1479,PARALIPARIS_BATHYBIUS,SOMNIOSUS_MICROCEPHALUS
1480,PHOCA_HISPIDA,SOMNIOSUS_MICROCEPHALUS
1481,PLEURONECTES_PLATESSA,SOMNIOSUS_MICROCEPHALUS
1482,POLLACHIUS_VIRENS,SOMNIOSUS_MICROCEPHALUS
1483,POLYCHAETA,SOMNIOSUS_MICROCEPHALUS
1484,REINHARDTIUS_HIPPOGLOSSOIDES,SOMNIOSUS_MICROCEPHALUS
1485,SEBASTES_MARINUS,SOMNIOSUS_MICROCEPHALUS
1486,SQUALUS_ACANTHIAS,SOMNIOSUS_MICROCEPHALUS
1487,STRONGYLOCENTROTUS_SP,SOMNIOSUS_MICROCEPHALUS
1488,TRIGLOPS_NYBELINI,SOMNIOSUS_MICROCEPHALUS
1489,URSUS_MARITIMUS,SOMNIOSUS_MICROCEPHALUS
1490,DETRITUS,SPIOCHAETOPTERUS_TYPICUS
1491,DETRITUS,SPIOPHANES_KROEYERI
1492,DETRITUS,SPIRORBIDAE_INDET
1493,AMMODYTES_SPP,SQUALUS_ACANTHIAS
1494,ANARHICHAS_DENTICULATUS,SQUALUS_ACANTHIAS
1495,ANARHICHAS_LUPUS,SQUALUS_ACANTHIAS
1496,ANARHICHAS_MINOR,SQUALUS_ACANTHIAS
1497,AURELIA_AURITA,SQUALUS_ACANTHIAS
1498,BOLINOPSIS_INFUNDIBULUM,SQUALUS_ACANTHIAS
1499,CLUPEA_HARENGUS,SQUALUS_ACANTHIAS
1500,DIPTURUS_BATIS,SQUALUS_ACANTHIAS
1501,EUPHYSA_FLAMMEA,SQUALUS_ACANTHIAS
1502,GADUS_MORHUA,SQUALUS_ACANTHIAS
1503,GONATUS_FABRICII,SQUALUS_ACANTHIAS
1504,LIMANDA_LIMANDA,SQUALUS_ACANTHIAS
1505,MELANOGRAMMUS_AEGLEFINUS,SQUALUS_ACANTHIAS
1506,MERTENSIA_OVUM,SQUALUS_ACANTHIAS
1507,MYTILUS_EDULIS,SQUALUS_ACANTHIAS
1508,PLEURONECTES_PLATESSA,SQUALUS_ACANTHIAS
1509,REINHARDTIUS_HIPPOGLOSSOIDES,SQUALUS_ACANTHIAS
1510,DETRITUS,STICHOPUS_TREMULUS
1511,DIATOM,STICHOPUS_TREMULUS
1512,MIXOTROPHS,STICHOPUS_TREMULUS
1513,MACROALGAE,STRONGYLOCENTROTUS_SP
1514,DIATOM,TEREBELLIDES_STROEMI
1515,CALANUS_FINMARCHICUS,THEMISTO_ABYSSORUM
1516,CALANUS_GLACIALIS,THEMISTO_ABYSSORUM
1517,CALANUS_HYPERBOREUS,THEMISTO_ABYSSORUM
1518,METRIDIA_LONGA,THEMISTO_ABYSSORUM
1519,MICROCALANUS_SPP,THEMISTO_ABYSSORUM
1520,OIKOPLEURA_VANHOEFFENI,THEMISTO_ABYSSORUM
1521,OITHONA_SIMILIS,THEMISTO_ABYSSORUM
1522,CALANUS_FINMARCHICUS,THEMISTO_LIBELLULA
1523,CALANUS_GLACIALIS,THEMISTO_LIBELLULA
1524,CALANUS_HYPERBOREUS,THEMISTO_LIBELLULA
1525,METRIDIA_LONGA,THEMISTO_LIBELLULA
1526,MICROCALANUS_SPP,THEMISTO_LIBELLULA
1527,OITHONA_SIMILIS,THEMISTO_LIBELLULA
1528,DIATOM,THYASIRA_GOULDI
1529,CALANUS_FINMARCHICUS,THYSANOESSA_LONGICAUDATA
1530,CALANUS_GLACIALIS,THYSANOESSA_LONGICAUDATA
1531,CALANUS_HYPERBOREUS,THYSANOESSA_LONGICAUDATA
1532,FISH_EGG_AND_LARVAE,THYSANOESSA_SP
1533,APHERUSA_GLACIALIS,TRIGLOPS_MURRAYI
1534,CALANUS_FINMARCHICUS,TRIGLOPS_MURRAYI
1535,CALANUS_GLACIALIS,TRIGLOPS_MURRAYI
1536,CALANUS_HYPERBOREUS,TRIGLOPS_MURRAYI
1537,PANDALUS_BOREALIS,TRIGLOPS_MURRAYI
1538,THEMISTO_LIBELLULA,TRIGLOPS_MURRAYI
1539,THYSANOESSA_INERMIS,TRIGLOPS_MURRAYI
1540,CALANUS_HYPERBOREUS,TRIGLOPS_NYBELINI
1541,POLYCHAETA,TRIGLOPS_NYBELINI
1542,THEMISTO_ABYSSORUM,TRIGLOPS_NYBELINI
1543,THEMISTO_LIBELLULA,TRIGLOPS_NYBELINI
1544,ASCIDIACEA_G_SP,TRIGLOPS_PINGELII
1545,CALANUS_GLACIALIS,TRIGLOPS_PINGELII
1546,CALANUS_HYPERBOREUS,TRIGLOPS_PINGELII
1547,POLYCHAETA,TRIGLOPS_PINGELII
1548,POLYNOIDAE_INDET,TRIGLOPS_PINGELII
1549,SAGITTA_ELEGANS,TRIGLOPS_PINGELII
1550,THEMISTO_LIBELLULA,TRIGLOPS_PINGELII
1551,THYSANOESSA_INERMIS,TRIGLOPS_PINGELII
1552,APHERUSA_GLACIALIS,TRISOPTERUS_ESMARKII
1553,CALANUS_FINMARCHICUS,TRISOPTERUS_ESMARKII
1554,CALANUS_GLACIALIS,TRISOPTERUS_ESMARKII
1555,CALANUS_HYPERBOREUS,TRISOPTERUS_ESMARKII
1556,ERYTHROPS_SP,TRISOPTERUS_ESMARKII
1557,EUKROHNIA_HAMATA,TRISOPTERUS_ESMARKII
1558,GAMMARIDAE_INDET,TRISOPTERUS_ESMARKII
1559,GAMMARUS_WILKITZKII,TRISOPTERUS_ESMARKII
1560,LUMBRINERIS_SP,TRISOPTERUS_ESMARKII
1561,MEGANYCTIPHANES_NORVEGICA,TRISOPTERUS_ESMARKII
1562,METRIDIA_LONGA,TRISOPTERUS_ESMARKII
1563,OITHONA_SIMILIS,TRISOPTERUS_ESMARKII
1564,ONISIMUS_GLACIALIS,TRISOPTERUS_ESMARKII
1565,ONISIMUS_NANSENI,TRISOPTERUS_ESMARKII
1566,OPHIOPHOLIS_ACULEATA,TRISOPTERUS_ESMARKII
1567,OSTRACODA_INDET,TRISOPTERUS_ESMARKII
1568,PANDALUS_BOREALIS,TRISOPTERUS_ESMARKII
1569,PAREUCHAETA_NORVEGICA,TRISOPTERUS_ESMARKII
1570,PONTOPHILUS_NORVEGICUS,TRISOPTERUS_ESMARKII
1571,PSEUDOCALANUS_SPP,TRISOPTERUS_ESMARKII
1572,ROSSIA_SP,TRISOPTERUS_ESMARKII
1573,SAGITTA_ELEGANS,TRISOPTERUS_ESMARKII
1574,STRONGYLOCENTROTUS_SP,TRISOPTERUS_ESMARKII
1575,THEMISTO_ABYSSORUM,TRISOPTERUS_ESMARKII
1576,THYSANOESSA_INERMIS,TRISOPTERUS_ESMARKII
1577,THYSANOESSA_RASCHII,TRISOPTERUS_ESMARKII
1578,OSTRACODA_INDET,ULCINA_OLRIKII
1579,AMMODYTES_SPP,URIA_AALGE
1580,CLUPEA_HARENGUS,URIA_AALGE
1581,MALLOTUS_VILLOSUS,URIA_AALGE
1582,MELANOGRAMMUS_AEGLEFINUS,URIA_AALGE
1583,POLLACHIUS_VIRENS,URIA_AALGE
1584,MALLOTUS_VILLOSUS,URIA_LOMVIA
1585,DELPHINAPTERUS_LEUCAS,URSUS_MARITIMUS
1586,ERIGNATHUS_BARBATUS,URSUS_MARITIMUS
1587,ODOBENUS_ROSMARUS,URSUS_MARITIMUS
1588,PHOCA_HISPIDA,URSUS_MARITIMUS
1589,DETRITUS,YOLDIELLA_SOLIDULA
